"","CaseID","contest_no","Education","Gender","Country of Origin","Reason for Application","Job","Job Experience","Job Plans","Prior Entry","Language Skills","Chosen_Immigrant","ethnocentrism","profile","LangPos","PriorPos"
"222",32,1,"two-year college","female","China","escape persecution","janitor","3-5 years","will look for work","once as tourist","used interpreter",1,NA,2,9,8
"223",32,2,"graduate degree","male","China","seek better job","financial analyst","3-5 years","no plans to look for work","many times as tourist","tried English but unable",1,NA,1,9,8
"224",32,2,"8th grade","male","Philippines","reunite with family","teacher","3-5 years","interviews with employer","once as tourist","fluent English",0,NA,2,9,8
"225",32,3,"graduate degree","female","Germany","seek better job","janitor","none","interviews with employer","once as tourist","broken English",1,NA,1,9,8
"226",32,3,"8th grade","male","Sudan","reunite with family","waiter","1-2 years","will look for work","many times as tourist","tried English but unable",0,NA,2,9,8
"227",32,4,"two-year college","female","Germany","seek better job","gardener","3-5 years","interviews with employer","once w/o authorization","fluent English",1,NA,1,9,8
"228",32,4,"4th grade","male","India","reunite with family","gardener","1-2 years","no plans to look for work","once as tourist","used interpreter",0,NA,2,9,8
"229",32,5,"two-year college","male","India","seek better job","janitor","5+ years","interviews with employer","never","tried English but unable",1,NA,1,9,8
"230",32,5,"college degree","female","Germany","seek better job","waiter","3-5 years","no plans to look for work","six months with family","fluent English",0,NA,2,9,8
"231",33,1,"high school","male","Iraq","escape persecution","teacher","none","contract with employer","never","fluent English",1,10,1,6,1
"232",33,1,"4th grade","male","Somalia","seek better job","teacher","3-5 years","interviews with employer","once w/o authorization","broken English",0,10,2,6,1
"233",33,2,"no formal","male","Mexico","reunite with family","nurse","5+ years","will look for work","six months with family","used interpreter",0,10,1,6,1
"234",33,2,"4th grade","male","Philippines","reunite with family","teacher","1-2 years","will look for work","six months with family","broken English",1,10,2,6,1
"235",33,3,"4th grade","male","Somalia","escape persecution","janitor","5+ years","no plans to look for work","many times as tourist","used interpreter",0,10,1,6,1
"236",33,3,"4th grade","female","Germany","seek better job","child care provider","1-2 years","will look for work","six months with family","broken English",1,10,2,6,1
"237",33,4,"4th grade","male","France","seek better job","janitor","1-2 years","will look for work","six months with family","broken English",1,10,1,6,1
"238",33,4,"graduate degree","female","Sudan","reunite with family","financial analyst","3-5 years","interviews with employer","once w/o authorization","used interpreter",0,10,2,6,1
"239",33,5,"no formal","male","Germany","reunite with family","teacher","1-2 years","interviews with employer","once as tourist","broken English",1,10,1,6,1
"240",33,5,"4th grade","female","Iraq","reunite with family","waiter","none","contract with employer","many times as tourist","tried English but unable",0,10,2,6,1
"241",34,1,"4th grade","female","Somalia","seek better job","janitor","none","no plans to look for work","never","broken English",0,10,1,2,9
"242",34,1,"8th grade","female","Sudan","seek better job","construction worker","5+ years","will look for work","once w/o authorization","tried English but unable",1,10,2,2,9
"243",34,2,"4th grade","female","Iraq","seek better job","nurse","5+ years","interviews with employer","never","broken English",0,10,1,2,9
"244",34,2,"two-year college","male","Iraq","escape persecution","child care provider","none","interviews with employer","once w/o authorization","used interpreter",1,10,2,2,9
"245",34,3,"high school","male","Philippines","reunite with family","gardener","5+ years","will look for work","once as tourist","broken English",0,10,1,2,9
"246",34,3,"college degree","male","France","reunite with family","construction worker","5+ years","interviews with employer","once as tourist","broken English",1,10,2,2,9
"247",34,4,"graduate degree","male","Mexico","reunite with family","waiter","3-5 years","will look for work","never","broken English",0,10,1,2,9
"248",34,4,"8th grade","male","Germany","seek better job","janitor","1-2 years","will look for work","once as tourist","broken English",1,10,2,2,9
"249",34,5,"college degree","female","Somalia","reunite with family","doctor","1-2 years","will look for work","once w/o authorization","fluent English",0,10,1,2,9
"250",34,5,"college degree","male","Mexico","seek better job","waiter","5+ years","no plans to look for work","six months with family","fluent English",1,10,2,2,9
"251",35,1,"two-year college","male","Somalia","reunite with family","doctor","none","interviews with employer","once as tourist","fluent English",1,0,1,9,6
"252",35,1,"no formal","female","Iraq","reunite with family","gardener","1-2 years","will look for work","once w/o authorization","tried English but unable",0,0,2,9,6
"253",35,2,"no formal","female","Poland","seek better job","janitor","1-2 years","interviews with employer","many times as tourist","used interpreter",0,0,1,9,6
"254",35,2,"8th grade","female","India","reunite with family","waiter","none","no plans to look for work","six months with family","broken English",1,0,2,9,6
"255",35,3,"no formal","male","France","seek better job","construction worker","1-2 years","interviews with employer","once as tourist","tried English but unable",0,0,1,9,6
"256",35,3,"8th grade","female","France","seek better job","waiter","5+ years","interviews with employer","many times as tourist","broken English",1,0,2,9,6
"257",35,4,"no formal","female","Sudan","escape persecution","teacher","none","contract with employer","once w/o authorization","tried English but unable",1,0,1,9,6
"258",35,4,"8th grade","female","Poland","reunite with family","gardener","none","will look for work","many times as tourist","tried English but unable",0,0,2,9,6
"259",35,5,"no formal","male","Poland","seek better job","nurse","3-5 years","interviews with employer","once w/o authorization","fluent English",0,0,1,9,6
"260",35,5,"graduate degree","female","Germany","reunite with family","gardener","3-5 years","will look for work","once as tourist","fluent English",1,0,2,9,6
"261",36,1,"two-year college","male","France","reunite with family","waiter","none","no plans to look for work","once as tourist","fluent English",1,0,1,9,3
"262",36,1,"4th grade","female","Somalia","escape persecution","waiter","none","contract with employer","once as tourist","broken English",0,0,2,9,3
"263",36,2,"8th grade","female","Iraq","seek better job","gardener","3-5 years","contract with employer","six months with family","fluent English",0,0,1,9,3
"264",36,2,"college degree","male","Philippines","seek better job","gardener","5+ years","contract with employer","once as tourist","fluent English",1,0,2,9,3
"265",36,3,"high school","female","Somalia","reunite with family","teacher","1-2 years","will look for work","once w/o authorization","broken English",0,0,1,9,3
"266",36,3,"high school","female","Germany","seek better job","construction worker","3-5 years","interviews with employer","many times as tourist","broken English",1,0,2,9,3
"267",36,4,"4th grade","female","Germany","reunite with family","child care provider","1-2 years","will look for work","six months with family","tried English but unable",1,0,1,9,3
"268",36,4,"high school","female","Poland","seek better job","teacher","5+ years","no plans to look for work","once as tourist","broken English",0,0,2,9,3
"269",36,5,"graduate degree","male","Iraq","escape persecution","nurse","3-5 years","no plans to look for work","once w/o authorization","fluent English",0,0,1,9,3
"270",36,5,"no formal","female","Germany","seek better job","nurse","3-5 years","will look for work","never","used interpreter",1,0,2,9,3
"271",37,1,"8th grade","male","Iraq","reunite with family","construction worker","3-5 years","will look for work","never","broken English",0,0,1,8,7
"272",37,1,"college degree","female","China","reunite with family","research scientist","3-5 years","will look for work","never","fluent English",1,0,2,8,7
